2018-07-24 11:37:02 , 2428 , (99, 93, 57) , 30.32502758532728 , 98919.99351078973 , 223.67 , 5.102 , 1.057 , 0.534 , 0.534
2018-07-24 11:38:01 , 2371 , (100, 93, 57) , 30.314145298046878 , 98918.0220671815 , 223.14 , 4.856 , 1.063 , 0.54 , 0.552
2018-07-24 11:39:04 , 0 , (0, 0, 0) , 28.25621034461519 , 98928.52620113656 , 193.43 , 4.982 , 0.954 , 0.723 , 0.534
2018-07-24 11:42:43 , 67 , (79, 102, 64) , 28.25258300872674 , 98932.52020702088 , 165.36 , 4.979 , 1.102 , 0.729 , 0.618
2018-07-24 11:42:44 , 164 , (87, 94, 62) , 28.270417411754558 , 98932.41344101014 , 171.7 , 4.991 , 1.135 , 0.546 , 0.57
2018-07-24 11:42:45 , 150 , (76, 103, 62) , 28.290367765593896 , 98933.84881316524 , 172.12 , 5.009 , 1.129 , 0.549 , 0.549
2018-07-24 11:43:02 , 516 , (111, 86, 54) , 28.43092721708963 , 98932.46789402439 , 203.98 , 3.179 , 0.972 , 0.54 , 0.552
2018-07-24 11:44:01 , 961 , (86, 99, 60) , 28.687259924983664 , 98927.1049739476 , 177.11 , 3.077 , 0.975 , 0.54 , 0.549
2018-07-24 11:45:02 , 1169 , (87, 99, 59) , 28.848072843012414 , 98926.66966285833 , 185.49 , 4.931 , 0.978 , 0.54 , 0.555
2018-07-24 11:46:02 , 2257 , (103, 92, 57) , 29.067528584891352 , 98927.58871570874 , 189.46 , 4.94 , 0.948 , 0.54 , 0.552
2018-07-24 11:47:01 , 2249 , (102, 92, 57) , 29.314794863228236 , 98930.36726321619 , 190.84 , 4.94 , 0.939 , 0.534 , 0.555
2018-07-24 11:48:02 , 1893 , (103, 92, 57) , 29.32869983545761 , 98922.2704337248 , 194.37 , 4.937 , 1.039 , 0.537 , 0.549
2018-07-24 11:49:01 , 1216 , (114, 85, 55) , 29.056646467868358 , 98927.8309096532 , 192.31 , 4.577 , 0.954 , 0.54 , 0.555
2018-07-24 11:50:02 , 806 , (93, 93, 66) , 28.018015635530993 , 98931.06270953227 , 101.81 , 4.94 , 0.924 , 0.54 , 0.552
2018-07-24 11:51:01 , 1834 , (82, 93, 72) , 27.535280553898723 , 98930.58702302893 , 16.97 , 4.976 , 0.936 , 0.537 , 0.561
2018-07-24 11:52:02 , 230 , (82, 98, 67) , 27.363890649428594 , 98881.7609285872 , 182.83 , 5.0 , 0.96 , 0.54 , 0.561
2018-07-24 11:53:01 , 65535 , (84, 103, 120) , 29.802074890217046 , 98885.17459678656 , 63.77 , 0.21 , 1.081 , 0.534 , 0.552
2018-07-24 11:54:02 , 65535 , (78, 94, 109) , 31.923228384030722 , 98873.01198401354 , 188.44 , 4.979 , 1.09 , 0.537 , 0.549
2018-07-24 11:55:02 , 65535 , (255, 255, 255) , 35.24941375508824 , 99045.53193749773 , 82.7 , 2.593 , 1.096 , 0.525 , 0.543
2018-07-24 11:56:01 , 65535 , (99, 120, 136) , 39.588504444299566 , 98874.50977211558 , 164.84 , 1.414 , 1.114 , 0.513 , 0.531
2018-07-24 11:57:02 , 36686 , (87, 100, 112) , 37.940873974775265 , 98877.40788676841 , 351.04 , 4.955 , 1.081 , 0.525 , 0.528
2018-07-24 11:58:01 , 58898 , (85, 99, 109) , 36.15149484132162 , 98899.96555673916 , 207.58 , 4.988 , 1.06 , 0.528 , 0.537
2018-07-24 11:59:02 , 53425 , (81, 97, 109) , 35.75365890539397 , 98898.92965180811 , 342.48 , 4.985 , 1.063 , 0.519 , 0.54
